1;CINTO SEGURANCA;True
2;COLETORES;True
3;STRETCH;True
4;ETIQUETAS AMARELAS;True
5;ETIQUETAS BRANCAS;True
6;ETIQUETAS PEQUENAS;True
7;FITA;True
8;LACRE AÇO;True
9;LACRE PLASTICO;True
10;PAPEL SULFITE;True
11;PAS;True
12;RADIO;True
13;RIBBON;True
14;RODOS;True
15;TERMOMETROS;True
16;TUBET'S;True
